SKU,Name,Brand,Grade,Primary Color,All Colors,Design,Swatch Image URL
R005,Orange & White Stripe,Recasens / Recacril®,A,Orange,Orange | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/21-OSA.jpg
R011,Turquoise & White Stripe,Recasens / Recacril®,A,Turquoise,Turquoise | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/24-TQSA.jpg
R012,Red & White Stripe,Recasens / Recacril®,A,Red,Red | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/20-RSA.jpg
R016,Blue & White Stripe,Recasens / Recacril®,A,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/23-BSA.jpg
R017,Black & White Stripe,Recasens / Recacril®,A,Black,Black | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/25-BKSA.jpg
R055,Yellow & White Stripe,Recasens / Recacril®,A,Yellow,Yellow | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/22-YSA.jpg
R065,Navy & White Stripe,Recasens / Recacril®,A,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-065.jpg
R099,White,Recasens / Recacril®,A,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/16-WHA.jpg
R100,Beige,Recasens / Recacril®,A,Beige,Beige | Gold,Solids,https://frankford.b-cdn.net/fabric_swatches/14-TTA.jpg
R102,Forest Green,Recasens / Recacril®,A,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/6-FGA.jpg
R103,Black,Recasens / Recacril®,A,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/19-BKA.jpg
R104,Chestnut,Recasens / Recacril®,A,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/10-TRA.jpg
R105,Salmon,Recasens / Recacril®,A,Pink,Pink,Solids,https://frankford.b-cdn.net/fabric_swatches/9-CRA.jpg
R126,Linen,Recasens / Recacril®,A,Beige,Beige | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/15-LNA.jpg
R138,Cadet Grey,Recasens / Recacril®,A,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/17-CGA.jpg
R156,Brown,Recasens / Recacril®,A,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/13-BNA.jpg
R160,Pistachio,Recasens / Recacril®,A,Green,Green | Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/5-PTA.jpg
R164,Charcoal Grey,Recasens / Recacril®,A,Black,Black | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/18-CHGA.jpg
R169,Steel Blue,Recasens / Recacril®,A,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/3-CPA.jpg
R171,Turquoise,Recasens / Recacril®,A,Blue,Blue | Turquoise,Solids,https://frankford.b-cdn.net/fabric_swatches/4-TQA.jpg
R172,Pacific Blue,Recasens / Recacril®,A,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/2-PBA.jpg
R175,Captain Navy,Recasens / Recacril®,A,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/1-NBA.jpg
R176,Logo Red,Recasens / Recacril®,A,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/8-LRA.jpg
R177,Burgundy,Recasens / Recacril®,A,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/7-BGA.jpg
R182,Vermillion,Recasens / Recacril®,A,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/R-182.png
R185,Pumpkin,Recasens / Recacril®,A,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/R-185.png
R196,Titanium,Recasens / Recacril®,A,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R_196.jpg
R229,Sapphire,Recasens / Recacril®,A,Blue,Blue | White | Turquoise,Solids,https://frankford.b-cdn.net/fabric_swatches/R-229.png
R554,Yellow,Recasens / Recacril®,A,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/12-YLA.jpg
R567,Orange,Recasens / Recacril®,A,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/11-ORA.jpg
R051,Manhattan,Recasens / Recacril®,A+,Black,Black | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R_051_0.jpg
R052,Brooklyn,Recasens / Recacril®,A+,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_052_0 - Dec 29 2022.jpeg
R054,Queens,Recasens / Recacril®,A+,Black,Black | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_054_0 - Dec 29 2022.jpeg
R060,Bronx,Recasens / Recacril®,A+,Black,Black | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_060 - Dec 29 2022.jpeg
R061,Grey Stripe,Recasens / Recacril®,A+,Grey,Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_061_2023-05-05.jpg
R063,Bayside,Recasens / Recacril®,A+,Grey,Grey | Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_063 - Dec 29 2022.jpeg
R086,Concord,Recasens / Recacril®,A+,Black,Black | Grey | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_086 - Dec 29 2022.jpeg
R089,Glendale,Recasens / Recacril®,A+,Grey,Grey | Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-089.jpg
R094,Prati,Recasens / Recacril®,A+,Grey,Grey | Blue | Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-094.jpg
R097,Trastévere,Recasens / Recacril®,A+,Beige,Beige | Brown | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/R_097.jpg
R098,Trevi,Recasens / Recacril®,A+,Green,Green | Blue | Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-098.jpg
R101,Mandarin,Recasens / Recacril®,A+,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/r_101_0 - Dec 29 2022.jpeg
R106,Flamingo,Recasens / Recacril®,A+,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/R-106.jpg
R107,Champagne,Recasens / Recacril®,A+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/R-107.jpg
R108,Vanilla,Recasens / Recacril®,A+,Beige,Beige | Gold | Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/R-108.jpg
R110,Lily,Recasens / Recacril®,A+,Purple,Purple,Solids,https://frankford.b-cdn.net/fabric_swatches/r_110 - Dec 29 2022.jpeg
R111,Camel,Recasens / Recacril®,A+,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/R-111.jpg
R112,Graphite,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R-112.jpg
R113,Cava,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/R-113.jpg
R114,Pearl,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_114 - Dec 29 2022.jpeg
R115,Cream,Recasens / Recacril®,A+,Beige,Beige | Gold | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/r_115 - Dec 29 2022.jpeg
R117,Raw,Recasens / Recacril®,A+,Beige,Beige | Gold | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/r_117 - Dec 29 2022.jpeg
R119,Duna,Recasens / Recacril®,A+,Beige,Beige | Brown | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/R-119.jpg
R121,Wheat,Recasens / Recacril®,A+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/R-121.jpg
R122,Seashell,Recasens / Recacril®,A+,Beige,Beige | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/R_122 - 20230110.jpeg
R123,Argenta Grey,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R_123 - 20230110.jpeg
R127,Moonrock,Recasens / Recacril®,A+,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_127 - Dec 29 2022.jpeg
R133,Cinnamon,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/R_133 - 20230110.jpeg
R139,Heather Beige,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_139 - Dec 29 2022.jpeg
R142,Emerald,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/r_142 - Dec 29 2022.jpeg
R143,Hemp Beige,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_143 - Dec 29 2022.jpeg
R144,Maella,Recasens / Recacril®,A+,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_144_0 - Dec 29 2022.jpeg
R145,Tenerife,Recasens / Recacril®,A+,Beige,Beige | Gold | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/R-145.jpg
R148,Desert,Recasens / Recacril®,A+,Yellow,Yellow | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/R-148.jpg
R149,Corn,Recasens / Recacril®,A+,Beige,Beige | Gold | Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/r_149 - Dec 29 2022.jpeg
R150,Dark Grey,Recasens / Recacril®,A+,Grey,Grey | Black,Solids,https://frankford.b-cdn.net/fabric_swatches/r_150 - Dec 29 2022.jpeg
R152,Taupe,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R-152.jpg
R161,Grey,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_161 - Dec 29 2022.jpeg
R162,Khaki,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/r_162 - Dec 29 2022.jpeg
R163,Green,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/r_163 - Dec 29 2022.jpeg
R165,Mauve,Recasens / Recacril®,A+,Purple,Purple,Solids,https://frankford.b-cdn.net/fabric_swatches/r_165 - Dec 29 2022.jpeg
R166,Foix,Recasens / Recacril®,A+,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_166_0 - Dec 29 2022.jpeg
R167,Tarifa,Recasens / Recacril®,A+,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-167.jpg
R170,Admiral Blue,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/r_170-1 - Dec 29 2022.jpeg
R173,Dark Blue,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/r_173 - Dec 29 2022.jpeg
R174,Navy Blue,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/r_174 - Dec 29 2022.jpeg
R178,Toast,Recasens / Recacril®,A+,Brown,Brown | Gold | Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/r_178_0 - Dec 29 2022.jpeg
R180,Sand,Recasens / Recacril®,A+,Beige,Beige | Gold | Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/r_180 - Dec 29 2022.jpeg
R181,Coffee,Recasens / Recacril®,A+,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_181 - Dec 29 2022.jpeg
R186,Silver,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_186_0 - Dec 29 2022.jpeg
R187,Jade,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/r_187_0 - Dec 29 2022.jpeg
R193,Light Blue,Recasens / Recacril®,A+,Blue,Blue | Turquoise,Solids,https://frankford.b-cdn.net/fabric_swatches/r_193 - Dec 29 2022.jpeg
R194,Ash,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_194_0 - Dec 29 2022.jpeg
R195,Cacao,Recasens / Recacril®,A+,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_195 - Dec 29 2022.jpeg
R197,Lead Tweed,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_197_0 - Dec 29 2022.jpeg
R198,Nickel,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_198_0 - Dec 29 2022.jpeg
R199,Atlantic Blue,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/R-199.jpg
R217,Ivory,Recasens / Recacril®,A+,Ivory,Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/r_217_0 - Dec 29 2022.jpeg
R220,Argent,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_220_0 - Dec 29 2022.jpeg
R222,Oak Buff,Recasens / Recacril®,A+,Beige,Beige | Gold,Solids,https://frankford.b-cdn.net/fabric_swatches/r_222_0 - Dec 29 2022.jpeg
R224,Dun Grey,Recasens / Recacril®,A+,Grey,Grey | Brown | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/R-224.jpg
R232,Denim,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/R_232 - 20230110.jpeg
R236,Jeans,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/R-236.jpg
R237,Pineapple,Recasens / Recacril®,A+,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/R-237.jpg
R239,Yellow Tweed,Recasens / Recacril®,A+,Gold,Gold | Yellow,Tweeds,https://frankford.b-cdn.net/fabric_swatches/r_239_0 - Dec 29 2022.jpeg
R240,Honey,Recasens / Recacril®,A+,Orange,Orange | Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/R-240.jpg
R241,Phoenix,Recasens / Recacril®,A+,Orange,Orange | Red,Solids,https://frankford.b-cdn.net/fabric_swatches/r_241_0 - Dec 29 2022.jpeg
R243,Tapenade,Recasens / Recacril®,A+,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_243_0 - Dec 29 2022.jpeg
R244,Dun,Recasens / Recacril®,A+,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/r_244_0 - Dec 29 2022.jpeg
R245,Navia,Recasens / Recacril®,A+,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_245_0 - Dec 29 2022.jpeg
R247,Manacor,Recasens / Recacril®,A+,Yellow,Yellow | White | Gold,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-247.jpg
R248,Hunter,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/r_248_0 - Dec 29 2022.jpeg
R278,Westminster,Recasens / Recacril®,A+,Brown,Brown | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_278_0 - Dec 29 2022.jpeg
R280,Midwood,Recasens / Recacril®,A+,Beige,Beige | Brown | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_280_0 - Dec 29 2022.jpeg
R282,Pelham,Recasens / Recacril®,A+,Grey,Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_282_0 - Dec 29 2022.jpeg
R292,Teal,Recasens / Recacril®,A+,Green,Green | Turquoise,Solids,https://frankford.b-cdn.net/fabric_swatches/R-292_Teal.jpg
R293,Argent Tweed,Recasens / Recacril®,A+,Beige,Beige | Gold,Solids,https://frankford.b-cdn.net/fabric_swatches/R-293.jpg
R294,Ice Tweed,Recasens / Recacril®,A+,Blue,Blue | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R-294.jpg
R295,Honey Tweed,Recasens / Recacril®,A+,Beige,Beige | Gold | Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/R-295.jpg
R296,Lagoon,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/R-296.jpg
R297,Brunette,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/R-297.jpg
R298,Coal,Recasens / Recacril®,A+,Black,Black | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/R-298.jpg
R300,Oat,Recasens / Recacril®,A+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/R-300.jpg
R313,Iguana Tweed,Recasens / Recacril®,A+,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/R-313.jpg
R314,Maple,Recasens / Recacril®,A+,Beige,Beige | Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/R-314.jpg
R317,Beech,Recasens / Recacril®,A+,Ivory,Ivory | Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/R-317.jpg
R321,Gracia,Recasens / Recacril®,A+,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-321.jpg
R322,Bonanova,Recasens / Recacril®,A+,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-322.jpg
R323,Born,Recasens / Recacril®,A+,Beige,Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-323.jpg
R324,Valls,Recasens / Recacril®,A+,Beige,Beige | Black | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-324.jpg
R325,Avià,Recasens / Recacril®,A+,Beige,Beige | Brown | Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-325.jpg
R326,Cercs,Recasens / Recacril®,A+,Grey,Grey | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-326.jpg
R327,Móstoles,Recasens / Recacril®,A+,Blue,Blue | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-327.jpg
R328,Sants,Recasens / Recacril®,A+,Grey,Grey | Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-328.jpg
R343,Tormes,Recasens / Recacril®,A+,Green,Green | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_343_0 - Dec 29 2022.jpeg
R345,Odiel,Recasens / Recacril®,A+,Green,Green | Grey | Purple,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_345_0 - Dec 29 2022.jpeg
R346,Tambre,Recasens / Recacril®,A+,Grey,Grey | Beige | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_346_0 - Dec 29 2022.jpeg
R348,Ulla,Recasens / Recacril®,A+,Grey,Grey | Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_348_0 - Dec 29 2022.jpeg
R349,Cabriel,Recasens / Recacril®,A+,Beige,Beige | Grey | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_349_0 - Dec 29 2022.jpeg
R350,Sella,Recasens / Recacril®,A+,Beige,Beige | Grey | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_350_0 - Dec 29 2022.jpeg
R351,Arga,Recasens / Recacril®,A+,Beige,Beige | Brown | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_351_0 - Dec 29 2022.jpeg
R352,Segre,Recasens / Recacril®,A+,Beige,Beige | Grey | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_352_0 - Dec 29 2022.jpeg
R353,Muga,Recasens / Recacril®,A+,Beige,Beige | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_353_0 - Dec 29 2022.jpeg
R355,Daró,Recasens / Recacril®,A+,Blue,Blue | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_355_0 - Dec 29 2022.jpeg
R356,Rupit,Recasens / Recacril®,A+,Blue,Blue | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_356_0 - Dec 29 2022.jpeg
R362,Menor,Recasens / Recacril®,A+,Red,Red | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_362_0 - Dec 29 2022.jpeg
R363,Congost,Recasens / Recacril®,A+,Red,Red | Purple | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-363.jpg
R365,Freser,Recasens / Recacril®,A+,Red,Red | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_365_0 - Dec 29 2022.jpeg
R411,Montornés,Recasens / Recacril®,A+,Green,Green | Beige | Gold,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_411_0 - Dec 29 2022.jpeg
R412,Motril,Recasens / Recacril®,A+,Yellow,Yellow | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-412.jpg
R415,Marble,Recasens / Recacril®,A+,Grey,Grey | White,Solids,https://frankford.b-cdn.net/fabric_swatches/R-415.jpg
R416,Nerja,Recasens / Recacril®,A+,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-416.jpg
R419,Ronda,Recasens / Recacril®,A+,Yellow,Yellow | Grey | Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-419.jpg
R422,Mojacar,Recasens / Recacril®,A+,Yellow,Yellow | Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-422.jpg
R423,Cambrils,Recasens / Recacril®,A+,Yellow,Yellow | Grey | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-423.jpg
R425,Luarca,Recasens / Recacril®,A+,Blue,Blue | Grey | Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-425.jpg
R428,Gandia,Recasens / Recacril®,A+,Beige,Beige | Brown | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_428_0 - Dec 29 2022.jpeg
R430,Bará,Recasens / Recacril®,A+,Red,Red | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_430_0 - Dec 29 2022.jpeg
R434,Dalias,Recasens / Recacril®,A+,Red,Red | Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_434_0 - Dec 29 2022.jpeg
R437,Doñana,Recasens / Recacril®,A+,Green,Green | Beige | Ivory,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_437_0 - Dec 29 2022.jpeg
R445,Tona,Recasens / Recacril®,A+,Blue,Blue | Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_445_0 - Dec 29 2022.jpeg
R447,Reus,Recasens / Recacril®,A+,Blue,Blue | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_447_0 - Dec 29 2022.jpeg
R465,Grecia,Recasens / Recacril®,A+,Green,Green | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_465_0 - Dec 29 2022.jpeg
R701,Yecla,Recasens / Recacril®,A+,Red,Red | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_701_0 - Dec 29 2022.jpeg
R706,Xàtiva,Recasens / Recacril®,A+,Beige,Beige | Brown | Ivory,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_706_0 - Dec 29 2022.jpeg
R707,Aridane,Recasens / Recacril®,A+,Green,Green | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_707_0 - Dec 29 2022.jpeg
R720,Mijas,Recasens / Recacril®,A+,Yellow,Yellow | Grey | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-720.jpg
R723,Javea,Recasens / Recacril®,A+,Green,Green | Blue | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-723.jpg
R747,Begur,Recasens / Recacril®,A+,Grey,Grey | Beige | Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_747_0 - Dec 29 2022.jpeg
R769,Baltic Tweed,Recasens / Recacril®,A+,Blue,Blue,Tweeds,https://frankford.b-cdn.net/fabric_swatches/R-796_Baltic_Tweed.jpg
R770,Charcoal Tweed,Recasens / Recacril®,A+,Grey,Grey | Black,Tweeds,https://frankford.b-cdn.net/fabric_swatches/r_770 - Dec 29 2022.jpeg
R772,Blue Tweed,Recasens / Recacril®,A+,Blue,Blue | Black,Tweeds,https://frankford.b-cdn.net/fabric_swatches/R-772.jpg
R774,Smoke Tweed,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_774 - Dec 29 2022.jpeg
R775,Linen Tweed,Recasens / Recacril®,A+,Brown,Brown | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/r_775 - Dec 29 2022.jpeg
R776,Taupe Tweed,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_776 - Dec 29 2022.jpeg
R779,Beige Tweed,Recasens / Recacril®,A+,Beige,Beige | White,Solids,https://frankford.b-cdn.net/fabric_swatches/R-779.jpg
R791,Beige Slub Tweed,Recasens / Recacril®,A+,Beige,Beige | White,Solids,https://frankford.b-cdn.net/fabric_swatches/r_791 - Dec 29 2022.jpeg
R792,Taupe Slub Tweed,Recasens / Recacril®,A+,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/r_792 - Dec 29 2022.jpeg
R793,Linen Slub Tweed,Recasens / Recacril®,A+,Brown,Brown | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/r_793 - Dec 29 2022.jpeg
R794,Sand Slub Tweed,Recasens / Recacril®,A+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/r_794 - Dec 29 2022.jpeg
R804,Mérida,Recasens / Recacril®,A+,Beige,Beige | Green | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_804_0 - Dec 29 2022.jpeg
R806,Arucas,Recasens / Recacril®,A+,Brown,Brown | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_806_0 - Dec 29 2022.jpeg
R808,Orotava,Recasens / Recacril®,A+,Green,Green | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_808_0 - Dec 29 2022.jpeg
R812,Inca,Recasens / Recacril®,A+,Beige,Beige | Ivory,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-812.jpg
R843,Breda,Recasens / Recacril®,A+,Beige,Beige | Red | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_843_0 - Dec 29 2022.jpeg
R854,Jumilla,Recasens / Recacril®,A+,Green,Green | White | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_854_0 - Dec 29 2022.jpeg
R855,Torcal,Recasens / Recacril®,A+,Green,Green | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/R-855.jpg
R874,Llivia,Recasens / Recacril®,A+,Red,Red | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_874_0 - Dec 29 2022.jpeg
R876,Galdana,Recasens / Recacril®,A+,Beige,Beige | Ivory | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_876_0 - Dec 29 2022.jpeg
R911,Baltic,Recasens / Recacril®,A+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/R-911.jpg
R960,Almenara,Recasens / Recacril®,A+,Green,Green | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_960_0 - Dec 29 2022.jpeg
R969,Valdespina,Recasens / Recacril®,A+,Blue,Blue | Grey | Turquoise,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_969_0 - Dec 29 2022.jpeg
R971,Trujillo,Recasens / Recacril®,A+,Red,Red | Beige | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/r_971_0 - Dec 29 2022.jpeg
102/615,Ciao Flax,Tempotest®,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-flax_102-615.jpg
11/615,Ciao Ruby Red,Tempotest®,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-ruby-red_11-615.jpg
1315,Chesterfield Snow,Sattler / Outdura,B,White,White,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_chesterfield_chesterfield-snow_1315.jpg
