item_number,product_name,collection_name,image_count,overall_width,overall_depth,overall_height,diameter,product_weight,seat_height,arm_height,reclined_length,retail_warranty,contract_warranty,image_1_path,image_1_url,image_2_path,image_2_url,image_3_path,image_3_url,image_4_path,image_4_url
EM70,Arm Chair w/ MGP Arms,St. Catherine MGP Cushion,1,"33""","34.5""","38""",,54 lbs,,,,15 years,3 years,images/st_catherine_mgp_cushion/arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2796_1.jpg,,,,,,
EM70,Arm Chair w/ Rustic Arms,St. Catherine MGP Cushion,2,"33""","34.5""","38""",,54 lbs,,,,15 years,3 years,images/st_catherine_mgp_cushion/arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2856_1.jpg,images/st_catherine_mgp_cushion/arm_chair_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2856_2.jpg,,,,
,Ottoman,St. Catherine MGP Cushion,1,,,,,,,,,,,images/st_catherine_mgp_cushion/ottoman/product_1.jpg,https://img.telescopecasual.com/PR/233/3131_1.jpg,,,,,,
EM60,Swivel Rocker w/ MGP Arms,St. Catherine MGP Cushion,1,"33""","34.5""","38""",,61 lbs,,,,15 years,1 years,images/st_catherine_mgp_cushion/swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2798_1.jpg,,,,,,
EM60,Swivel Rocker w/ Rustic Arms,St. Catherine MGP Cushion,2,"33""","34.5""","38""",,61 lbs,,,,15 years,1 years,images/st_catherine_mgp_cushion/swivel_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2859_1.jpg,images/st_catherine_mgp_cushion/swivel_rocker_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2859_2.jpg,,,,
,Three-Seat Sofa w/ MGP Arms,St. Catherine MGP Cushion,1,,,,,,,,,,,images/st_catherine_mgp_cushion/three_seat_sofa_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2802_1.jpg,,,,,,
,Three-Seat Sofa w/ Rustic Arms,St. Catherine MGP Cushion,2,,,,,,,,,,,images/st_catherine_mgp_cushion/three_seat_sofa_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2869_1.jpg,images/st_catherine_mgp_cushion/three_seat_sofa_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2869_2.jpg,,,,
,Two-Seat Loveseat w/ MGP Arms,St. Catherine MGP Cushion,1,,,,,,,,,,,images/st_catherine_mgp_cushion/two_seat_loveseat_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2800_1.jpg,,,,,,
,Two-Seat Loveseat w/ Rustic Arms,St. Catherine MGP Cushion,2,,,,,,,,,,,images/st_catherine_mgp_cushion/two_seat_loveseat_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2868_1.jpg,images/st_catherine_mgp_cushion/two_seat_loveseat_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2868_2.jpg,,,,
,Arm Chair w/ MGP Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2804_1.jpg,,,,,,
,Arm Chair w/ Rustic Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2871_1.jpg,,,,,,
7R30,Lay-flat Stacking Armless Chaise w/ Wheels,St. Catherine MGP Sling,1,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/st_catherine_mgp_sling/lay_flat_stacking_armless_chaise_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/3402_1.jpg,,,,,,
7R30,Lay-flat Stacking Armless Long Frame Chaise w/ Wheels,St. Catherine MGP Sling,1,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/st_catherine_mgp_sling/lay_flat_stacking_armless_long_frame_chaise_w_whee/product_1.jpg,https://img.telescopecasual.com/PR/233/3401_1.jpg,,,,,,
,Supreme Arm Chair w/ MGP Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/supreme_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2808_1.jpg,,,,,,
,Supreme Arm Chair w/ Rustic Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/supreme_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2875_1.jpg,,,,,,
,Supreme Swivel Rocker w/ MGP Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/supreme_swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2810_1.jpg,,,,,,
,Supreme Swivel Rocker w/ Rustic Arms,St. Catherine MGP Sling,1,,,,,,,,,,,images/st_catherine_mgp_sling/supreme_swivel_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2877_1.jpg,,,,,,
6W30,Swivel Rocker w/ MGP Arms,St. Catherine MGP Sling,1,"29.75""","32.75""","40.5""",,30 lbs,"15.5""",,,15 years,5 years,images/st_catherine_mgp_sling/swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2806_1.jpg,,,,,,
6W30,Swivel Rocker w/ Rustic Arms,St. Catherine MGP Sling,1,"29.75""","32.75""","40.5""",,30 lbs,"15.5""",,,15 years,5 years,images/st_catherine_mgp_sling/swivel_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2873_1.jpg,,,,,,
,Replacement Label Set for Receptacle,Trash / Towel Receptacle,1,,,,,,,,,,,images/trash_towel_receptacle/replacement_label_set_for_receptacle/product_1.jpg,https://img.telescopecasual.com/PR/233/1766_1.jpg,,,,,,
,Trash / Towel Receptacle,Trash / Towel Receptacle,3,,,,,,,,,,,images/trash_towel_receptacle/trash_towel_receptacle/product_1.jpg,https://img.telescopecasual.com/PR/233/1723_1.jpg,images/trash_towel_receptacle/trash_towel_receptacle/product_2.jpg,https://img.telescopecasual.com/PR/233/1723_2.jpg,images/trash_towel_receptacle/trash_towel_receptacle/product_3.jpg,https://img.telescopecasual.com/PR/233/1723_3.jpg,,
,"16"" Weighted Base w/ Handle",Umbrella Bases,1,,,,,,,,,,,images/umbrella_base_amp_accessories/16_weighted_base_w_handle/product_1.jpg,https://img.telescopecasual.com/PR/233/374_1.jpg,,,,,,
,"21"" Round Weighted Base w/ Wheels",Umbrella Bases,1,,,,,,,,,,,images/umbrella_base_amp_accessories/21_round_weighted_base_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/2051_1.jpg,,,,,,
,"24"" Round Weighted Base w/ Wheels",Umbrella Bases,1,,,,,,,,,,,images/umbrella_base_amp_accessories/24_round_weighted_base_w_wheels/product_1.jpg,https://img.telescopecasual.com/PR/233/2275_1.jpg,,,,,,
,"24"" Square Steel Umbrella Base",Umbrella Bases,1,,,,,,,,,,,images/umbrella_base_amp_accessories/24_square_steel_umbrella_base/product_1.jpg,https://img.telescopecasual.com/PR/233/375_1.jpg,,,,,,
,Silver Pole Extension,Umbrella Bases,1,,,,,,,,,,,images/umbrella_base_amp_accessories/silver_pole_extension/product_1.jpg,https://img.telescopecasual.com/PR/233/772_1.jpg,,,,,,
,7 1/2' Powdercoat Aluminum Frame w/ Autotilt,Value Market Umbrellas,1,,,,,,,,,,,images/value_market_umbrella/7_1_2_powdercoat_aluminum_frame_w_autotilt/product_1.jpg,https://img.telescopecasual.com/PR/233/1718_1.jpg,,,,,,
,9' Powdercoat Aluminum Frame w/ Autotilt,Value Market Umbrellas,2,,,,,,,,,,,images/value_market_umbrella/9_powdercoat_aluminum_frame_w_autotilt/product_1.jpg,https://img.telescopecasual.com/PR/233/280_1.jpg,images/value_market_umbrella/9_powdercoat_aluminum_frame_w_autotilt/product_2.jpg,https://img.telescopecasual.com/PR/233/280_2.jpg,,,,
1P80,"23"" Round End Table",Wexler MGP Sling,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/wexler_sling/23_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2356_1.jpg,,,,,,
1P80,"24"" x 42"" Oval Coffee Table",Wexler MGP Sling,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/wexler_sling/24_x_42_oval_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2357_1.jpg,,,,,,
9A70,Chat Height Arm Chair w/ MGP Arms,Wexler MGP Sling,2,"30.75""","29.5""","38.5""",,24 lbs,,,,15 years,5 years,images/wexler_sling/chat_height_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2224_1.jpg,images/wexler_sling/chat_height_arm_chair_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2224_2.jpg,,,,
,Chat Height Loveseat w/ MGP Arms,Wexler MGP Sling,2,,,,,,,,,,,images/wexler_sling/chat_height_loveseat_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2244_1.jpg,images/wexler_sling/chat_height_loveseat_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2244_2.jpg,,,,
,Chat Height Supreme Rocker w/ MGP Arms,Wexler MGP Sling,3,,,,,,,,,,,images/wexler_sling/chat_height_supreme_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2399_1.jpg,images/wexler_sling/chat_height_supreme_rocker_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2399_2.jpg,images/wexler_sling/chat_height_supreme_rocker_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/2399_3.jpg,,
,Chat Height Swivel Rocker w/ MGP Arms,Wexler MGP Sling,3,,,,,,,,,,,images/wexler_sling/chat_height_swivel_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2387_1.jpg,images/wexler_sling/chat_height_swivel_rocker_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2387_2.jpg,images/wexler_sling/chat_height_swivel_rocker_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/2387_3.jpg,,
,Chat Height Three-Seat Sofa w/ MGP Arms,Wexler MGP Sling,2,,,,,,,,,,,images/wexler_sling/chat_height_three_seat_sofa_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/2383_1.jpg,images/wexler_sling/chat_height_three_seat_sofa_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/2383_2.jpg,,,,
,Bar Height Arm Chair,World Famous Director Chair,4,,,,,,,,,,,images/world_famous_director_chair/bar_height_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/738_1.jpg,images/world_famous_director_chair/bar_height_arm_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/738_2.jpg,images/world_famous_director_chair/bar_height_arm_chair/product_3.jpg,https://img.telescopecasual.com/PR/233/738_3.jpg,images/world_famous_director_chair/bar_height_arm_chair/product_4.jpg,https://img.telescopecasual.com/PR/233/738_4.jpg
,Dining Height Arm Chair,World Famous Director Chair,4,,,,,,,,,,,images/world_famous_director_chair/dining_height_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/742_1.jpg,images/world_famous_director_chair/dining_height_arm_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/742_2.jpg,images/world_famous_director_chair/dining_height_arm_chair/product_3.jpg,https://img.telescopecasual.com/PR/233/742_3.jpg,images/world_famous_director_chair/dining_height_arm_chair/product_4.jpg,https://img.telescopecasual.com/PR/233/742_4.jpg
