page,collection,category,name,sku,sku_2pack,material,width,depth,height,length,seat_height,arm_height,weight,notes,table_height_type
110,Shadow Rock,Tables + Bases,"42"" Square Dining Table (no Hole)",3742SFSHNU,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"42"" Square Dining Table (with Hole)",3742SFSH,,Aluminum,,,29.25,,,,,,dining
111,Shadow Rock,Tables + Bases,"42"" Square Dining Table (with Hole)",2742SFSH,,Aluminum,,,30,,,,,Trestle base,dining
110,Shadow Rock,Tables + Bases,"42"" x 62"" Rectangle Balcony Table (with Hole)",374262BSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" x 62"" Rectangle Dining Table (with Hole)",374262FSH,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"42"" x 72"" Oval Balcony Table (with Hole)",374272BSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" x 72"" Oval Dining Table (with Hole)",374272FSH,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"42"" x 82"" Rectangle Balcony Table (with Hole)",374282BSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" x 82"" Rectangle Dining Table (with Hole)",374282FSH,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"44"" x 84"" Oval Balcony Table (with Hole)",374484BSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"44"" x 84"" Oval Dining Table (with Hole)",374484FSH,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"48"" Round Balcony Table (with Hole)",3748RBSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"48"" Round Chat Table (no Hole)",3748RCSHNU,,Aluminum,,,21.5,,,,,,chat
110,Shadow Rock,Tables + Bases,"48"" Round Dining Table (with Hole)",3748RFSH,,Aluminum,,,29.25,,,,,,dining
111,Shadow Rock,Tables + Bases,"48"" Round Pedestal Dining Table (with Hole)",C0048RSH + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
114,Slate,Tables + Bases,"24"" Round End Table (no Hole, 3-legged base)",3723RSL,,Aluminum,,,19.5,,,,,3-legged base,end
114,Slate,Tables + Bases,"24"" Round End Table (no Hole, 4-legged base)",3722RSL,,Aluminum,,,19.5,,,,,4-legged base,end
114,Slate,Tables + Bases,"24"" Round Side Table (no Hole)",3724RSL,,Aluminum,,,15.5,,,,,3-legged base,side
114,Slate,Tables + Bases,"24"" Round Side Table (no Hole)",3725RSL,,Aluminum,,,15.5,,,,,,side
114,Slate,Tables + Bases,"24"" Square End Table (no Hole)",3722SSL,,Aluminum,,,19.5,,,,,4-legged base,end
114,Slate,Tables + Bases,"24"" Square Side Table (no Hole)",3721SSL,,Aluminum,,,15.5,,,,,4-legged base,side
115,Slate,Tables + Bases,"24"" Square Trestle End Table (no Hole)",2722SSL,,Aluminum,,,21,,,,,Trestle base,end
115,Slate,Tables + Bases,"24"" Square Trestle Side Table (no Hole)",2721SSL,,Aluminum,,,16,,,,,Trestle base,side
115,Slate,Tables + Bases,"26"" x 44"" Rectangle Post End Table (no Hole)",C2644XSL + 5744B,,Aluminum,,,21,,,,,Post base,end
115,Slate,Tables + Bases,"26"" x 44"" Rectangle Trestle Coffee Table (no Hole)",C2644XSL + 272644B,,Aluminum,,,15.1,,,,,Trestle base,coffee
114,Slate,Tables + Bases,"30"" Round Adjustable Table (no Hole)",1330RSL,,Aluminum,,,18.25-30.75,,,,,,adjustable
115,Slate,Tables + Bases,"30"" Round Pedestal Dining Table (no Hole)",C0030RSL + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
115,Slate,Tables + Bases,"30"" Round Pedestal Dining Table (with Hole)",C0030RSLWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
115,Slate,Tables + Bases,"30"" x 48"" Rectangle Post Coffee Table (no Hole)",C3048XSL + 5744B,,Aluminum,,,16,,,,,Post base,coffee
115,Slate,Tables + Bases,"32"" x 52"" Rectangle Trestle Coffee Table (no Hole)",C3252XSL + 273252B,,Aluminum,,,15.1,,,,,Trestle base,coffee
115,Slate,Tables + Bases,"36"" Round Pedestal Dining Table (with Hole)",C0036RSL + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
115,Slate,Tables + Bases,"36"" x 60"" Rectangle Trestle Coffee Table (no Hole)",C3660XSL + 273660B,,Aluminum,,,15.1,,,,,Trestle base,coffee
114,Slate,Tables + Bases,"42"" Round Balcony Table (no Hole)",3742RBSLNU,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" Round Balcony Table (with Hole)",3742RBSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" Round Chat Table (no Hole)",3742RCSLNU,,Aluminum,,,21.5,,,,,,chat
114,Slate,Tables + Bases,"42"" Round Dining Table (no Hole)",3742RFSLNU,,Aluminum,,,29.25,,,,,,dining
114,Slate,Tables + Bases,"42"" Round Dining Table (with Hole)",3742RFSL,,Aluminum,,,29.25,,,,,,dining
115,Slate,Tables + Bases,"42"" Round Pedestal Dining Table (with Hole)",C0042RSL + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
115,Slate,Tables + Bases,"42"" Round Trestle Dining Table (no Hole)",C0042RSLNU + 2742RB,,Aluminum,,,29.25,,,,,Trestle base,dining
114,Slate,Tables + Bases,"42"" Square Balcony Table (no Hole)",3742SBSLNU,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" Square Balcony Table (with Hole)",3742SBSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" Square Dining Table (no Hole)",3742SFSLNU,,Aluminum,,,29.25,,,,,,dining
114,Slate,Tables + Bases,"42"" Square Dining Table (with Hole)",3742SFSL,,Aluminum,,,29.25,,,,,,dining
115,Slate,Tables + Bases,"42"" Square Trestle Dining Table (no Hole)",2742SFSLNU,,Aluminum,,,30,,,,,Trestle base,dining
115,Slate,Tables + Bases,"42"" Square Trestle Dining Table (with Hole)",2742SFSL,,Aluminum,,,30,,,,,Trestle base,dining
114,Slate,Tables + Bases,"42"" x 62"" Rectangle Balcony Table (with Hole)",374262BSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" x 62"" Rectangle Dining Table (with Hole)",374262FSL,,Aluminum,,,29.25,,,,,,dining
114,Slate,Tables + Bases,"42"" x 72"" Oval Balcony Table (with Hole)",374272BSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" x 72"" Oval Dining Table (with Hole)",374272FSL,,Aluminum,,,29.25,,,,,,dining
114,Slate,Tables + Bases,"42"" x 82"" Rectangle Balcony Table (with Hole)",374282BSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"42"" x 82"" Rectangle Dining Table (with Hole)",374282FSL,,Aluminum,,,29.25,,,,,,dining
115,Slate,Tables + Bases,"42"" x 82"" Rectangle Trestle Dining Table (with Hole)",274282FSL,,Aluminum,,,30,,,,,Trestle base,dining
114,Slate,Tables + Bases,"44"" x 84"" Oval Balcony Table (with Hole)",374484BSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"44"" x 84"" Oval Dining Table (with Hole)",374484FSL,,Aluminum,,,29.25,,,,,,dining
114,Slate,Tables + Bases,"48"" Round Balcony Table (with Hole)",3748RBSL,,Aluminum,,,34.25,,,,,,balcony
114,Slate,Tables + Bases,"48"" Round Chat Table (no Hole)",3748RCSLNU,,Aluminum,,,21.5,,,,,,chat
114,Slate,Tables + Bases,"48"" Round Dining Table (with Hole)",3748RFSL,,Aluminum,,,29.25,,,,,,dining
115,Slate,Tables + Bases,"48"" Round Pedestal Dining Table (with Hole)",C0048RSL + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
128,Sol,Umbrellas,11' Octagon Cantilever Umbrella,868ARU,,Aluminum,,,110.6,,,,95,"Overall Height: 110.6""; Open Clearance: 81.3""; Closed Clearance: 37""; Open Depth: 142""; Crank Clearance: 30""; Mast Diameter: 2.75"" x 4""; Brushed Silver pole color; Infinity Tilt; 360° rotation; Engineered to withstand 25 mph winds",
128,Sol,Umbrellas,13' Octagon Cantilever Umbrella,880ARU-F,,Aluminum,,,110.6,,,,132,"Overall Height: 110.6""; Open Clearance: 81.3""; Closed Clearance: 32""; Open Depth: 159""; Crank Clearance: 30""; Mast Diameter: 2.75"" x 4""; Brushed Silver pole color; Infinity Tilt; 360° rotation; Engineered to withstand 25 mph winds",
128,Sol,Umbrellas,Direct Surface Mount Base,ARU-DP,,Onyx,12.5,12.5,.5,,,,12,"Can be mounted to concrete, wood deck, or any stable solid surface. Hardware not included.",
128,Sol,Umbrellas,Double Plate Stack Base,40G-36G,,Brushed Silver,40,40,1,,,,335,,
128,Sol,Umbrellas,Heavy-Duty Wheel Base,ARU-480,,Galvanized Steel,34,34,11,,,,94,"Residential use only, pavers not included. Twelve 16"" x 16"" pavers are needed to properly weight the base to 480 lbs.",
128,Sol,Umbrellas,In-Ground Mount Base,ARU-IG,,Galvanized Steel,8.5,8.5,14,,,,18,"Can be mounted in concrete, soil, and hard clay. Hardware not included.",
128,Sol,Umbrellas,Modular Cross Base,ARU-XB,,Galvanized Steel,39,39,5,,,,36,"Residential use only, pavers not included. Eight 16"" x 16"" pavers are needed to properly weight the base to 335 lbs.",
70,Stella,Sling,High Back Dining Chair,7A180,,Sling | Aluminum,24.5,30,45.5,,19.5,26,,Sling version,
70,Stella,Sling,High Back Dining Chair,7A190,,Padded Sling | Aluminum,24.5,30,45.5,,19.5,26,,Padded Sling version,
70,Stella,Sling,High Back Swivel Rocker,7A980,,Sling | Aluminum,24.5,30,45.5,,19.5,26,,Sling version,
70,Stella,Sling,High Back Swivel Rocker,7A990,,Padded Sling | Aluminum,24.5,30,45.5,,19.5,26,,Padded Sling version,
70,Stella,Sling,Low Back Dining Chair,7A681,,Sling | Aluminum,24.5,30,37,,19.5,26,,Sling version,
70,Stella,Sling,Low Back Dining Chair,7A691,,Padded Sling | Aluminum,24.5,30,37,,19.5,26,,Padded Sling version,
70,Stella,Sling,Low Back Swivel Rocker,7A880,,Sling | Aluminum,24.5,30,37,,19.5,26,,Sling version,
70,Stella,Sling,Low Back Swivel Rocker,7A890,,Padded Sling | Aluminum,24.5,30,37,,19.5,26,,Padded Sling version,
70,Stella,Sling,Ottoman,99120,,Sling | Aluminum,20.5,20,16.5,,16.5,,,Sling version; Arm Ht: N/A,
70,Stella,Sling,Ottoman,99130,,Padded Sling | Aluminum,20.5,20,16.5,,16.5,,,Padded Sling version; Arm Ht: N/A,
70,Stella,Sling,Swivel Rocker Balcony Stool,7A781,,Sling | Aluminum,24.5,30,36.5,,21,30,,Sling version,
70,Stella,Sling,Swivel Rocker Balcony Stool,7A791,,Padded Sling | Aluminum,24.5,30,36.5,,21,30,,Padded Sling version,
118,Stonegate,Tables + Bases,"24"" Round End Table (no Hole)",3723RSG,,Aluminum,,,19.5,,,,,3-legged base,end
118,Stonegate,Tables + Bases,"24"" Round End Table (no Hole)",3722RSG,,Aluminum,,,19.5,,,,,4-legged base,end
118,Stonegate,Tables + Bases,"24"" Round Side Table (no Hole)",3724RSG,,Aluminum,,,15.5,,,,,3-legged base,side
118,Stonegate,Tables + Bases,"24"" Round Side Table (no Hole)",3725RSG,,Aluminum,,,15.5,,,,,4-legged base,side
118,Stonegate,Tables + Bases,"24"" Square End Table (no Hole)",3722SSG,,Aluminum,,,19.5,,,,,4-legged base,end
118,Stonegate,Tables + Bases,"24"" Square Side Table (no Hole)",3721SSG,,Aluminum,,,15.5,,,,,4-legged base,side
119,Stonegate,Tables + Bases,"24"" Square Trestle End Table (no Hole)",2722SSG,,Aluminum,,,21,,,,,Trestle base,end
119,Stonegate,Tables + Bases,"24"" Square Trestle Side Table (no Hole)",2721SSG,,Aluminum,,,16,,,,,Trestle base,side
119,Stonegate,Tables + Bases,"24"" x 30"" Rectangle Pedestal Dining Table (no Hole)",C2430XSG + 5723B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"24"" x 30"" Rectangle Pedestal Dining Table (with Hole)",C2430XSGWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"24"" x 36"" Rectangle Pedestal Dining Table (no Hole)",C2436XSG + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"24"" x 36"" Rectangle Pedestal Dining Table (with Hole)",C2436XSGWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"26"" x 44"" Rectangle Post End Table (no Hole)",C2644XSG + 5744B,,Aluminum,,,21,,,,,Post base,end
119,Stonegate,Tables + Bases,"26"" x 44"" Rectangle Trestle Coffee Table (no Hole)",C2644XSG + 272644B,,Aluminum,,,15.1,,,,,Trestle base,coffee
118,Stonegate,Tables + Bases,"30"" Round Adjustable Table (no Hole)",1330RSG,,Aluminum,,,,,,,,"Adjustable Complete H: 18.25""-30.75""",adjustable
119,Stonegate,Tables + Bases,"30"" Round Pedestal Dining Table (no Hole)",C0030RSG + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"30"" Round Pedestal Dining Table (with Hole)",C0030RSGWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"30"" Square Pedestal Dining Table (no Hole)",C3030SSG + 5723B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"30"" Square Pedestal Dining Table (with Hole)",C3030SSGWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"30"" x 48"" Rectangle Post Coffee Table (no Hole)",C3048XSG + 5744B,,Aluminum,,,16,,,,,Post base,coffee
119,Stonegate,Tables + Bases,"32"" x 52"" Rectangle Trestle Coffee Table (no Hole)",C3252XSG + 273252B,,Aluminum,,,15.1,,,,,Trestle base,coffee
119,Stonegate,Tables + Bases,"36"" Round Pedestal Dining Table (no Hole)",C0036RSGNU + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"36"" Round Pedestal Dining Table (with Hole)",C0036RSG + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"36"" Square Pedestal Dining Table (no Hole)",C3636SSGNU + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"36"" Square Pedestal Dining Table (with Hole)",C3636SSG + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"36"" x 60"" Rectangle Trestle Coffee Table (no Hole)",C3660XSG + 273660B,,Aluminum,,,15.1,,,,,Trestle base,coffee
118,Stonegate,Tables + Bases,"42"" Round Balcony Table (no Hole)",3742RBSGNU,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" Round Balcony Table (with Hole)",3742RBSG,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" Round Chat Table (no Hole)",3742RCSGNU,,Aluminum,,,21.5,,,,,,chat
118,Stonegate,Tables + Bases,"42"" Round Dining Table (no Hole)",3742RFSGNU,,Aluminum,,,29.25,,,,,,dining
118,Stonegate,Tables + Bases,"42"" Round Dining Table (with Hole)",3742RFSG,,Aluminum,,,29.25,,,,,,dining
119,Stonegate,Tables + Bases,"42"" Round Pedestal Dining Table (no Hole)",C0042RSGNU + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"42"" Round Pedestal Dining Table (with Hole)",C0042RSG + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"42"" Round Trestle Dining Table (no Hole)",C0042RSGNU + 2742RB,,Aluminum,,,29.25,,,,,Trestle base,dining
118,Stonegate,Tables + Bases,"42"" Square Balcony Table (no Hole)",3742SBSGNU,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" Square Balcony Table (with Hole)",3742SBSG,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" Square Dining Table (no Hole)",3742SFSGNU,,Aluminum,,,29.25,,,,,,dining
118,Stonegate,Tables + Bases,"42"" Square Dining Table (with Hole)",3742SFSG,,Aluminum,,,29.25,,,,,,dining
119,Stonegate,Tables + Bases,"42"" Square Pedestal Dining Table (no Hole)",C4242SSGNU + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"42"" Square Pedestal Dining Table (with Hole)",C4242SSG + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"42"" Square Trestle Dining Table (no Hole)",2742SFSGNU,,Aluminum,,,30,,,,,Trestle base,dining
119,Stonegate,Tables + Bases,"42"" Square Trestle Dining Table (with Hole)",2742SFSG,,Aluminum,,,30,,,,,Trestle base,dining
118,Stonegate,Tables + Bases,"42"" x 62"" Rectangle Balcony Table (with Hole)",374262BSG,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" x 62"" Rectangle Dining Table (with Hole)",374262FSG,,Aluminum,,,29.25,,,,,,dining
118,Stonegate,Tables + Bases,"42"" x 84"" Rectangle Balcony Table (with Hole)",374284BSG,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"42"" x 84"" Rectangle Dining Table (with Hole)",374284FSG,,Aluminum,,,29.25,,,,,,dining
119,Stonegate,Tables + Bases,"42"" x 84"" Rectangle Trestle Dining Table (with Hole)",274284FSG,,Aluminum,,,30,,,,,Trestle base,dining
119,Stonegate,Tables + Bases,"48"" Round Pedestal Dining Table (no Hole)",C0048RSGNU + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
119,Stonegate,Tables + Bases,"48"" Round Pedestal Dining Table (with Hole)",C0048RSG + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
118,Stonegate,Tables + Bases,"54"" Round Balcony Table (no Hole)",3754RBSGNU,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"54"" Round Balcony Table (with Hole)",3754RBSG,,Aluminum,,,34.25,,,,,,balcony
118,Stonegate,Tables + Bases,"54"" Round Chat Table (no Hole)",3754RCSGNU,,Aluminum,,,21.5,,,,,,chat
118,Stonegate,Tables + Bases,"54"" Round Dining Table (no Hole)",3754RFSGNU,,Aluminum,,,29.25,,,,,,dining
118,Stonegate,Tables + Bases,"54"" Round Dining Table (with Hole)",3754RFSG,,Aluminum,,,29.25,,,,,,dining
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - Flax,93001,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - Lake,93002,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - Latte,93003,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - Smoke,93004,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - Spa,93005,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Crosshatch,Outdoor Essentials,Crosshatch Throw - White,93006,,Sunbrella,50,,,74,,,,,
134,Sunbrella Throws - Heirloom,Outdoor Essentials,Heirloom Throw - Band Fog,93011,,Sunbrella,46,,,74,,,,,
134,Sunbrella Throws - Heirloom,Outdoor Essentials,Heirloom Throw - Band Sunset,93010,,Sunbrella,46,,,74,,,,,
134,Sunbrella Throws - Heirloom,Outdoor Essentials,Heirloom Throw - Split Midnight,93012,,Sunbrella,46,,,74,,,,,
134,Sunbrella Throws - Heirloom,Outdoor Essentials,Heirloom Throw - Split Moss,93013,,Sunbrella,46,,,74,,,,,
134,Sunbrella Throws - Heirloom,Outdoor Essentials,Heirloom Throw - Tile Shadow,93014,,Sunbrella,46,,,74,,,,,
134,Sunbrella Throws - Herringbone,Outdoor Essentials,Herringbone Throw - Ashe,93020,,Sunbrella,56,,,74,,,,,
134,Sunbrella Throws - Herringbone,Outdoor Essentials,Herringbone Throw - Cloud,93021,,Sunbrella,56,,,74,,,,,
134,Sunbrella Throws - Herringbone,Outdoor Essentials,Herringbone Throw - Pewter,93022,,Sunbrella,56,,,74,,,,,
134,Sunbrella Throws - Herringbone,Outdoor Essentials,Herringbone Throw - Spice,93023,,Sunbrella,56,,,74,,,,,
72,Surf,Metal,Center Chat Chair,24350,,All-Weather Poly | Aluminum,23.3,34.5,35,,19,,,Arm Ht: N/A,
72,Surf,Metal,Inside 18° Radius Chat Chair,24352,,All-Weather Poly | Aluminum,38,35.7,35,,19,,,Arm Ht: N/A,
72,Surf,Metal,Outside 18° Radius Chat Chair,24351,,All-Weather Poly | Aluminum,38,35.7,35,,19,,,Arm Ht: N/A,
72,Surf,Tables + Bases,Coffee Table,362844,,All-Weather Poly | Aluminum,28,,18,44,,,,,coffee
72,Surf,Tables + Bases,End Table,361235,,All-Weather Poly | Aluminum,12,,21,35,,,,,end
72,Surf,Tables + Bases,End Table/Corner Unit,3610021,,All-Weather Poly | Aluminum,34,23.5,21,,,,,,end
74,Sutton,Cushion,Chat Chair,4537A,,Cushion | Aluminum,30.5,34,36,,18,24.5,,,
74,Sutton,Cushion,High Back Chat Chair,4539A,,Cushion | Aluminum,30.5,34,43,,18,24.5,,,
74,Sutton,Cushion,High Back Swivel Rocker Chat Chair,4592A,,Cushion | Aluminum,30.5,34,43,,18,24.5,,,
74,Sutton,Cushion,Loveseat,4542A,,Cushion | Aluminum,55.5,34,36,,18,24.5,,,
74,Sutton,Cushion,Sofa,4543A,,Cushion | Aluminum,80.5,34,36,,18,24.5,,,
74,Sutton,Cushion,Swivel Rocker Chat Chair,4590A,,Cushion | Aluminum,30.5,34,36,,18,24.5,,,
76,Sutton,Sling,High Back Dining Chair,45180,45190,Sling | Aluminum,24.75,30,45.5,,19.5,25.625,,,
76,Sutton,Sling,High Back Swivel Rocker,45980,45990,Sling | Aluminum,24.75,30,45.5,,19.5,25.625,,,
76,Sutton,Sling,Low Back Dining Chair,45680,45690,Sling | Aluminum,24.75,30,37,,19.5,25.625,,,
76,Sutton,Sling,Low Back Swivel Rocker,45880,45890,Sling | Aluminum,24.75,30,37,,19.5,25.625,,,
76,Sutton,Sling,Ottoman,99120,99130,Sling | Aluminum,20.5,20,16.5,,16.5,,,Arm Ht: N/A,
76,Sutton,Sling,Swivel Rocker Balcony Stool,45781,45791,Sling | Aluminum,24.75,30,36.5,,21,30,,,
131,Timber,Fire Tables,"42"" Timber Lounge Fire Pit",4450TH1,,,,,,,,,,Storm Finish | Flamingo Fire Burner; Char Top,lounge
61,Timber,Fire Tables,"54"" Timber Chat Fire Pit",4654CTM-JLP,,Sequoia Top | Hickory Finish | Bronze Fire Jewelry,,,,,,,,Discontinued,chat
131,Timber,Fire Tables,Round Burner LP Base,8360LP,,,,,,,,,,,
122,Timber,Tables + Bases,"24"" Square End Complete",3722STM,,Aluminum,24,24,19.5,,,,,4-legged base,end
122,Timber,Tables + Bases,"24"" Square Side Complete",3721STM,,Aluminum,24,24,15.5,,,,,4-legged base,side
122,Timber,Tables + Bases,"30"" Round Adjustable Complete",1330RTM,,Aluminum,30,30,18.25-30.75,,,,,no Hole,adjustable
122,Timber,Tables + Bases,"42"" Round Balcony Complete",3742RBTM,,Aluminum,42,42,34.25,,,,,with Hole,balcony
122,Timber,Tables + Bases,"42"" Round Balcony Complete",3742RBTMNU,,Aluminum,42,42,34.25,,,,,no Hole,balcony
122,Timber,Tables + Bases,"42"" Round Chat Complete",3742RCTMNU,,Aluminum,42,42,21.25,,,,,no Hole,chat
122,Timber,Tables + Bases,"42"" Round Dining Complete",3742RFTM,,Aluminum,42,42,29.25,,,,,with Hole,dining
122,Timber,Tables + Bases,"42"" Round Dining Complete",3742RFTMNU,,Aluminum,42,42,29.25,,,,,no Hole,dining
122,Timber,Tables + Bases,"42"" Square Balcony Complete",3742SBTM,,Aluminum,42,42,34.25,,,,,with Hole,balcony
122,Timber,Tables + Bases,"42"" Square Balcony Complete",3742SBTMNU,,Aluminum,42,42,34.25,,,,,no Hole,balcony
122,Timber,Tables + Bases,"42"" Square Dining Complete",3742SFTM,,Aluminum,42,42,29.25,,,,,with Hole,dining
122,Timber,Tables + Bases,"42"" Square Dining Complete",3742SFTMNU,,Aluminum,42,42,29.25,,,,,no Hole,dining
61,Timber,Tables + Bases,"42"" x 84"" Timber Dining Table",254284FTM,,Sequoia Top | Hickory Finish,42,,,84,,,,,dining
122,Timber,Tables + Bases,"54"" Round Balcony Complete",3754RBTM,,Aluminum,54,54,34.25,,,,,with Hole,balcony
122,Timber,Tables + Bases,"54"" Round Balcony Complete",3754RBTMNU,,Aluminum,54,54,34.25,,,,,no Hole,balcony
122,Timber,Tables + Bases,"54"" Round Chat Complete",3754RCTMNU,,Aluminum,54,54,21.25,,,,,no Hole,chat
122,Timber,Tables + Bases,"54"" Round Dining Complete",3754RFTM,,Aluminum,54,54,29.25,,,,,with Hole,dining
122,Timber,Tables + Bases,"54"" Round Dining Complete",3754RFTMNU,,Aluminum,54,54,29.25,,,,,no Hole,dining
129,Triumph,Umbrellas,10' Square Freestanding Umbrella,883FM-SQ,,Aluminum,,,112.5,,,,43,"A - Overall Height: 112.5""; B - Open Clearance: 85.5""; C - Closed Clearance: 28""; Mast Diameter: 2""; Giant Pulley Lift; 2"" diameter center post",
129,Triumph,Umbrellas,13' Octagon Freestanding Umbrella,880FM,,Aluminum,,,112.5,,,,47,"A - Overall Height: 112.5""; B - Open Clearance: 87""; C - Closed Clearance: 30.5""; Mast Diameter: 2""; Giant Pulley Lift; 2"" diameter center post",
129,Triumph,Umbrellas,8.5' x 11' Rectangle Freestanding Umbrella,882FM-R,,Aluminum,,,112.5,,,,44,"A - Overall Height: 112.5""; B - Open Clearance: 85.5""; C - Closed Clearance: 27""; Mast Diameter: 2""; Giant Pulley Lift; 2"" diameter center post",
129,Triumph,Umbrellas,Direct Mount Stem,18ST2,,Stainless Steel,2,2,18,,,,5,"Can be mounted to concrete, wood deck, or any stable solid surface. Hardware not included.",
129,Triumph,Umbrellas,Heavy-Duty Wheel Base,ARU-480,,,34,34,11,,,,94,"Residential use only. Pavers not included. Twelve 16"" x 16"" pavers are needed to properly weight the base to 480 lbs.",
129,Triumph,Umbrellas,Premium Aluminum Base with Wheels,150A-18ST2,,Premium Aluminum,30,30,3.5,,,,150,"Concrete-filled, 2"" x 18"" stem included.",
129,Triumph,Umbrellas,Stackable Steel Plate Base,36G-18ST2,,Galvanized Steel,36,36,,,,,150,"H: .5""; W: 36""; D: 36""; Can be stacked up to three plates, 2"" x 18"" stem included.",
129,Triumph,Umbrellas,Stackable Steel Plate Base Square,36G-SQ-18ST2,,Galvanized Steel,36,36,,,,,200,"H: .5""; W: 36""; D: 36""; Can be stacked up to three plates, 2"" x 18"" stem included.",
78,Urban,Cushion,Armless Chat Chair,83390,,Cushion | Aluminum,28,32,28,,16,,,,
131,Urban,Cushion,Armless Chat Chair,83390,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
78,Urban,Cushion,Armless Loveseat,83420,,Cushion | Aluminum,56,32,28,,16,,,,
131,Urban,Cushion,Armless Loveseat,83420,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
