id,sku,name,collection,specs,description,short_description
5844,C4242SSHNU+3340B,"Shadow Rock Square Bar Table 42"" (Pedestal Base, no Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5845,C0048RSH+3330B,"Shadow Rock Round Dining Table 48"" (Pedestal Base, with Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5846,C0048RSH+3334B,"Shadow Rock Round Balcony Table 48"" (Pedestal Base, with Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5847,C0048RSH+3340B,"Shadow Rock Round Bar Table 48"" (Pedestal Base, with Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5848,C0048RSHNU+3330B,"Shadow Rock Round Dining Table 48"" (Pedestal Base, no Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5849,C0048RSHNU+3334B,"Shadow Rock Round Balcony Table 48"" (Pedestal Base, no Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5850,C0048RSHNU+3340B,"Shadow Rock Round Bar Table 48"" (Pedestal Base, no Hole)",Shadow Rock,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5924,2742SFSH,"Shadow Rock Square Dining Table 42"" (Trestle Base, with Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5925,2742SFSHNU,"Shadow Rock Square Dining Table 42"" (Trestle Base, no Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5926,274282FSH,"Shadow Rock Rectangle Dining Table 42"" x 82"" (Post Base, with Hole)",Shadow Rock,"{'Depth': '82""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5927,2542SFSH,"Shadow Rock Square Dining Table 42"" (Post Base, with Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5928,2542SBSH,"Shadow Rock Square Balcony Table 42"" (Post Base, with Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5929,2542SFSHNU,"Shadow Rock Square Dining Table 42"" (Post Base, no Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
5930,2542SBSHNU,"Shadow Rock Square Balcony Table 42"" (Post Base, no Hole)",Shadow Rock,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","Homecrest's elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.",
4409,42SQSHTT,"Shadow Rock Fire Tables 42"" Lounge Fire Table",Shadow Rock Fire Tables,"{'Notes': 'Top: 42SQSHTT, Base: 89SNC (-JLP or -JNG), Use fire table cover 005106'}","The distinct texture and natural colors of Homecrest's Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season.

Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",
4410,893252XSHTT,"Shadow Rock Fire Tables 32"" x 52"" Lounge Fire Table",Shadow Rock Fire Tables,"{'Notes': 'Top: 893252XSHTT, Base: 89XNC (-JLP or -JNG), Use fire table cover 006139'}","The distinct texture and natural colors of Homecrest's Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season.

Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",
4411,893660XSHTT,Shadow Rock Fire Tables Lounge Fire Pit,Shadow Rock Fire Tables,"{'Notes': 'Top: 893660XSHTT, Base: 89XNC (-JLP or -JNG), Use fire table cover 006138'}","The distinct texture and natural colors of Homecrest's Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season.

Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",
4412,48RSHFPTT+89RBC,"Shadow Rock Balcony Fire Table Round 48""",Shadow Rock Fire Tables,"{'Notes': 'Top: 48RSHFPTT, Base: 89RNC (-JLP or -JNG), Use fire table cover 005108'}","The distinct texture and natural colors of Homecrest's Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season.

Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",
4413,42RSHFPTT+89RBC,"Shadow Rock Balcony Fire Table Round 42""",Shadow Rock Fire Tables,"{'Notes': 'Top: 42RSHFPTT, Base: 89RNC (-JLP or -JNG), Use fire table cover 005369'}","The distinct texture and natural colors of Homecrest's Shadow Rock fire tables complement any outdoor furniture set beautifully. These handcrafted fire table tops feature subtle texture with a natural edge and are able to withstand the test of time and weather, season after season.

Homecrest fire tables feature powerful burners delivering up to 65,000 BTUs and are compatible with both natural gas and liquid propane. Each table includes a concealed fuel tank and comes standard with your choice of fire jewelry, a secure key, and a black 3/4"" aluminum fire burner riser.",
4327,3724RSL,"Slate Round Side Table 24"" (3-Legged Base)",Slate,"{'Depth': '24""', 'Notes': '3-legged base', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4328,3723RSL,"Slate Round End Table 24"" (3-Legged Base)",Slate,"{'Depth': '24""', 'Notes': '3-legged base', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4329,1330RSL,"Slate Round Adjustable Table 30""",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '18.25""-30.75""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4330,3742RCSLNU,"Slate Round Chat Table 42"" (Universal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '21.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4331,3742RFSL,"Slate Round Dining Table 42"" (Universal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4332,3742RBSL,"Slate Round Balcony Table 42"" (Universal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4333,374262FSL,"Slate Rectangle Dining Table 42"" x 62"" (Universal Base, with Hole)",Slate,"{'Depth': '62""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4334,374262BSL,"Slate Rectangle Balcony Table 42"" x 62"" (Universal Base, with Hole)",Slate,"{'Depth': '62""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4335,374272FSL,"Slate Rectangle Dining Table 42"" x 72"" (Universal Base, with Hole)",Slate,"{'Depth': '72""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4336,374272BSL,"Slate Rectangle Balcony Table 42"" x 72"" (Universal Base, with Hole)",Slate,"{'Depth': '72""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4337,374282FSL,"Slate Rectangle Dining Table 42"" x 82"" (Universal Base, with Hole)",Slate,"{'Depth': '82""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4338,254282FSL,"Slate 42"" x 82"" Dining Table (Post Base)",Slate,"{'Depth': '82""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4339,374282BSL,"Slate Rectangle Balcony Table 42"" x 82"" (Universal Base, with Hole)",Slate,"{'Depth': '82""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4340,254282BSL,"Slate 42"" x 82"" Balcony Table (Post Base)",Slate,"{'Depth': '82""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4341,374484FSL,"Slate Rectangle Dining Table 44"" x 84"" (Universal Base, with Hole)",Slate,"{'Depth': '84""', 'Width': '44""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4342,374484BSL,"Slate Rectangle Balcony Table 44"" x 84"" (Universal Base, with Hole)",Slate,"{'Depth': '84""', 'Width': '44""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4343,3748RCSLNU,"Slate Round Chat Table 48"" (Universal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '21.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4344,3748RFSL,"Slate Round Dining Table 48"" (Universal Base, with Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
4345,3748RBSL,"Slate Round Balcony Table 48"" (Universal Base, with Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5851,3725RSL,"Slate Round Side Table 24"" (4-Legged Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5852,3722RSL,"Slate Round End Table 24"" (4-Legged Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5853,3721SSL,"Slate Square Side Table 24"" (4-Legged Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '15.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5854,3722SSL,"Slate Square End Table 24"" (4-Legged Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '19.5""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5855,3742RFSLNU,"Slate Round Dining Table 42"" (Universal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5856,3742RBSLNU,"Slate Round Balcony Table 42"" (Universal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5857,3742SFSL,"Slate Square Dining Table 42"" (Universal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5858,3742SBSL,"Slate Square Balcony Table 42"" (Universal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5859,3742SFSLNU,"Slate Square Dining Table 42"" (Universal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5860,3742SBSLNU,"Slate Square Balcony Table 42"" (Universal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5861,2721SSL,"Slate Square Side Table 24"" (Trestle Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '16""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5862,2722SSL,"Slate Square End Table 24"" (Trestle Base)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '21""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5863,C2644XSL+272644B,"Slate Rectangle Coffee Table 26"" x 44"" (Trestle Base, no Hole)",Slate,"{'Depth': '44""', 'Width': '26""', 'Height': '15.1""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5864,C3252XSL+273252B,"Slate Rectangle Coffee Table 32"" x 52"" (Trestle Base, no Hole)",Slate,"{'Depth': '52""', 'Width': '32""', 'Height': '15.1""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5865,C3660XSL+273660B,"Slate Rectangle Coffee Table 36"" x 60"" (Trestle Base, no Hole)",Slate,"{'Depth': '60""', 'Width': '36""', 'Height': '15.1""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5866,C0042RSLNU+2742RB,"Slate Round Coffee Table 42"" (Trestle Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
